payment_id,order_id,paid_amount,currency,status,payment_date
1251,285,70.03,USD,paid,2023-02-10
1252,528,131.08,GBP,,2023-01-01
1253,428,12.65,EUR,failed,2023-01-02
1254,961,220.14,GBP,paid,2023-01-26
1255,304,16.13,GBP,PAID,2023-01-13
1256,939,95.58,USD,failed,2023-01-02
1257,136,215.38,GBP,paid,2023/01/11
1258,512,70.06,EUR,PAID,2023-01-24
1259,999,183.47,JPY,paid,2023/02/02
1260,843,invalid,GBP,paid,2023-01-20
1261,809,287.62,JPY,PENDING,2023/01/21
1262,235,106.62,GBP,PAID,2023-01-13
1263,920,262.15,EUR,FAILED,2023-02-06
1264,8162,,EUR,FAILED,2023-01-08
1265,763,198.91,EUR,,2023-01-09
1266,623,205.04,JPY,PAID,2023-01-04
1267,6734,227.65,GBP,PAID,2023-01-02
1268,598,144.81,JPY,PENDING,2023-01-13
1269,403,143.81,JPY,,2023/01/19
1270,343,199.96,EUR,FAILED,2023-02-02
1271,833,70.92,USD,paid,2023-01-19
1272,218,invalid,JPY,failed,2023-01-06
1273,5219,273.27,GBP,PENDING,2023-01-22
1274,791,258.79,USD,PENDING,2023-01-08
1275,206,52.24,JPY,PENDING,2023/01/06
1276,129,76.97,EUR,,2023-01-05
1277,677,81.16,USD,FAILED,2023-01-28
1278,434,48.57,EUR,PAID,2023/02/08
1279,5341,85.11,GBP,paid,2023/01/17
1280,24,30.32,JPY,PAID,2023-01-31
1281,616,invalid,JPY,failed,2023/01/12
1282,208,122.0,EUR,PAID,2023-01-22
1283,949,212.38,JPY,FAILED,2023-01-25
1284,618,216.49,GBP,FAILED,2023-01-07
1285,379,120.03,GBP,,2023-02-04
1286,261,21.92,EUR,PENDING,2023-01-10
1287,794,275.06,GBP,PENDING,2023/02/05
1288,929,,GBP,PENDING,2023-01-22
1289,543,invalid,EUR,,2023-01-30
1290,565,194.39,JPY,paid,2023-02-04
1291,200,224.77,JPY,PAID,2023-01-02
1292,23,254.7,EUR,paid,2023-01-20
1293,5314,91.5,EUR,PAID,2023/01/10
1294,367,287.49,JPY,PENDING,2023/02/03
1295,234,141.75,JPY,,2023-01-25
1296,724,203.58,JPY,failed,2023/01/28
1297,6,295.54,JPY,paid,2023-01-27
1298,993,invalid,GBP,PAID,2023-01-26
1299,613,226.06,USD,PAID,2023-01-23
1300,994,186.84,EUR,paid,2023/02/05
1301,148,232.76,GBP,paid,2023-01-31
1302,923,105.2,USD,FAILED,2023-02-10
1303,985,272.28,EUR,,2023/01/07
1304,6298,invalid,JPY,failed,2023/01/21
1305,181,,USD,PAID,2023/02/07
1306,499,99.19,EUR,paid,2023-01-20
1307,125,221.6,JPY,FAILED,2023-02-02
1308,7127,110.16,EUR,PAID,2023/01/11
1309,491,159.24,USD,failed,2023-02-04
1310,297,63.83,EUR,FAILED,2023/01/08
1311,645,12.41,EUR,PAID,2023-01-03
1312,661,125.79,USD,PENDING,2023/01/20
1313,781,172.8,USD,FAILED,2023-01-30
1314,7495,53.36,GBP,PAID,2023/01/10
1315,465,97.1,JPY,paid,2023/01/04
1316,700,invalid,USD,FAILED,2023/02/03
1317,34,invalid,USD,paid,2023-01-13
1318,5372,,EUR,PAID,2023-01-07
1319,955,237.13,USD,PAID,2023-01-21
1320,7182,286.0,GBP,PAID,2023-02-08
1321,7230,181.66,GBP,paid,2023-01-19
1322,6473,54.56,USD,failed,2023-01-13
1323,722,62.94,EUR,FAILED,2023-01-21
1324,116,invalid,JPY,FAILED,2023-01-07
1325,184,231.38,GBP,paid,2023-02-02
1326,394,64.69,GBP,paid,2023-02-04
1327,8861,181.45,JPY,paid,2023/01/23
1328,875,193.79,GBP,failed,2023-01-31
1329,767,263.0,USD,PAID,2023-01-04
1330,5380,45.92,JPY,PENDING,2023-01-08
1331,831,75.59,GBP,,2023-01-31
1332,713,116.04,EUR,,2023/01/29
1333,937,291.52,USD,paid,2023/01/30
1334,5018,invalid,JPY,,2023/02/09
1335,101,,USD,failed,2023-01-21
1336,807,75.06,EUR,FAILED,2023-01-09
1337,710,105.33,GBP,,2023/01/04
1338,750,31.48,EUR,PAID,2023-01-10
1339,117,149.11,USD,failed,2023-02-08
1340,583,71.06,GBP,PAID,2023-02-08
1341,251,59.63,EUR,paid,2023/01/28
1342,745,130.28,JPY,FAILED,2023/02/07
1343,284,65.08,USD,FAILED,2023-01-10
1344,10,144.36,JPY,PAID,2023-02-09
1345,799,invalid,USD,paid,2023-01-16
1346,116,64.54,USD,failed,2023/02/07
1347,287,279.32,GBP,PAID,2023/01/22
1348,698,49.54,USD,paid,2023-01-30
1349,137,137.88,USD,failed,2023-01-02
1350,6265,274.75,USD,,2023-01-06
1351,227,71.21,EUR,,2023-01-09
1352,41,invalid,EUR,failed,2023-01-05
1353,547,93.4,USD,FAILED,2023-01-04
1354,952,179.81,EUR,PENDING,2023-01-27
1355,7571,121.68,EUR,PAID,2023-02-01
1356,423,255.47,JPY,failed,2023-02-04
1357,153,276.81,EUR,failed,2023-01-27
1358,498,66.4,GBP,,2023/01/09
1359,17,205.47,EUR,PAID,2023-01-26
1360,139,63.84,JPY,failed,2023-02-07
1361,732,276.91,GBP,paid,2023-01-26
1362,230,55.7,JPY,PENDING,2023-01-25
1363,923,212.46,USD,PENDING,2023-01-16
1364,819,244.91,GBP,,2023-01-28
1365,846,282.48,USD,failed,2023-02-09
1366,8292,55.03,GBP,paid,2023-01-10
1367,467,7.79,EUR,,2023-01-22
1368,8451,175.84,GBP,FAILED,2023-01-17
1369,153,33.3,GBP,failed,2023-02-01
1370,334,,GBP,paid,2023-01-24
1371,113,invalid,EUR,FAILED,2023-02-05
1372,923,173.84,GBP,PAID,2023/02/01
1373,709,167.48,USD,,2023/02/03
1374,320,216.02,EUR,PENDING,2023/01/10
1375,795,255.18,USD,PENDING,2023-01-11
1376,561,,JPY,failed,2023-01-12
1377,387,invalid,JPY,,2023-02-02
1378,773,78.52,EUR,PAID,2023-01-30
1379,740,203.64,USD,paid,2023-01-12
1380,627,266.87,EUR,FAILED,2023-01-15
1381,830,96.93,USD,PAID,2023-01-30
1382,325,277.29,JPY,PAID,2023-01-06
1383,7523,96.28,USD,PENDING,2023-01-13
1384,6371,194.29,EUR,PAID,2023/01/15
1385,540,144.61,USD,PENDING,2023/02/07
1386,856,277.68,EUR,paid,2023-01-04
1387,699,invalid,GBP,,2023-01-04
1388,35,invalid,GBP,PENDING,2023/01/23
1389,515,235.52,EUR,failed,2023-01-17
1390,636,129.71,JPY,PENDING,2023-02-08
1391,538,98.1,GBP,paid,2023-01-20
1392,112,65.8,JPY,PENDING,2023-02-07
1393,262,234.91,EUR,failed,2023/02/04
1394,407,134.54,GBP,paid,2023-02-05
1395,771,246.01,GBP,,2023-01-30
1396,5557,135.54,USD,FAILED,2023-01-06
1397,193,286.8,USD,FAILED,2023-01-28
1398,631,86.3,GBP,paid,2023-02-10
1399,139,148.49,JPY,PENDING,2023/01/05
1400,607,216.68,JPY,FAILED,2023-02-09
1401,31,85.14,USD,PENDING,2023-02-06
1402,675,278.48,GBP,PENDING,2023-02-09
1403,403,,USD,failed,2023-01-30
1404,941,269.44,JPY,PENDING,2023-01-02
1405,987,70.2,EUR,FAILED,2023-01-30
1406,196,invalid,JPY,FAILED,2023-01-08
1407,835,43.17,JPY,PAID,2023-01-26
1408,831,193.58,GBP,PENDING,2023/01/11
1409,608,8.18,GBP,PENDING,2023/02/01
1410,426,169.83,JPY,FAILED,2023-01-01
1411,428,invalid,GBP,,2023-01-27
1412,401,invalid,JPY,paid,2023-01-10
1413,454,,EUR,,2023-02-05
1414,848,10.79,JPY,failed,2023-01-30
1415,307,,JPY,,2023-01-17
1416,543,288.52,JPY,failed,2023-01-10
1417,168,invalid,JPY,paid,2023/01/14
1418,475,243.43,EUR,,2023-01-31
1419,785,205.85,JPY,FAILED,2023/01/18
1420,801,,USD,,2023-01-25
1421,6357,279.18,GBP,FAILED,2023-01-07
1422,49,82.74,JPY,PENDING,2023-01-13
1423,7642,58.12,GBP,PENDING,2023-01-25
1424,588,298.04,USD,,2023/01/31
1425,37,249.73,USD,failed,2023/01/18
1426,583,296.03,EUR,FAILED,2023-01-25
1427,366,105.65,USD,,2023-02-04
1428,538,,EUR,FAILED,2023-01-07
1429,627,234.17,JPY,,2023-01-18
1430,759,76.85,JPY,paid,2023-01-16
1431,900,53.8,JPY,PAID,2023-01-26
1432,595,148.29,USD,failed,2023-01-20
1433,518,invalid,JPY,PAID,2023/02/10
1434,92,81.48,JPY,FAILED,2023-01-25
1435,5078,,GBP,PENDING,2023/01/25
1436,7995,31.83,EUR,,2023-01-12
1437,425,200.76,GBP,,2023-01-08
1438,895,48.97,JPY,,2023-01-21
1439,6356,21.39,EUR,PAID,2023-01-12
1440,7584,201.82,USD,failed,2023/01/27
1441,627,167.06,GBP,,2023-01-15
1442,486,invalid,USD,paid,2023-01-21
1443,194,210.81,GBP,PENDING,2023/01/27
1444,854,222.67,EUR,paid,2023-01-01
1445,103,7.46,GBP,,2023/01/11
1446,187,43.39,EUR,failed,2023/01/12
1447,765,164.11,GBP,paid,2023-01-05
1448,464,invalid,JPY,paid,2023-02-10
1449,869,282.41,USD,,2023-02-03
1450,476,130.82,JPY,failed,2023-02-08
1451,353,invalid,USD,FAILED,2023-01-18
1452,55,145.04,GBP,,2023-01-10
1453,356,92.86,JPY,PAID,2023/02/04
1454,804,242.8,GBP,,2023-01-16
1455,6173,159.3,JPY,PAID,2023-02-07
1456,8875,,JPY,PENDING,2023-01-04
1457,465,47.75,USD,paid,2023/02/02
1458,455,25.72,EUR,PAID,2023/02/10
1459,686,132.09,GBP,FAILED,2023-01-28
1460,950,invalid,USD,FAILED,2023-01-21
1461,773,52.83,EUR,failed,2023-02-01
1462,7968,203.85,GBP,paid,2023/01/25
1463,243,244.98,JPY,PAID,2023/02/08
1464,6744,264.21,JPY,PENDING,2023-01-05
1465,431,,USD,FAILED,2023-02-07
1466,917,158.02,EUR,failed,2023-01-29
1467,804,invalid,GBP,paid,2023-01-10
1468,7313,163.78,JPY,paid,2023-01-31
1469,384,297.16,USD,FAILED,2023-02-09
1470,493,30.32,EUR,failed,2023-01-16
1471,327,69.75,EUR,FAILED,2023-01-25
1472,38,294.97,JPY,PAID,2023/01/23
1473,553,268.44,EUR,paid,2023/01/04
1474,174,23.99,JPY,PAID,2023-01-20
1475,353,133.71,EUR,failed,2023/01/20
1476,8950,154.54,GBP,,2023-02-03
1477,378,138.27,EUR,FAILED,2023-01-30
1478,86,197.66,JPY,PENDING,2023-02-09
1479,646,40.37,USD,failed,2023-01-13
1480,32,37.7,GBP,PAID,2023-02-03
1481,5202,134.63,USD,FAILED,2023/01/21
1482,992,86.17,EUR,,2023/02/04
1483,167,142.01,GBP,PENDING,2023-02-10
1484,208,168.62,EUR,,2023/01/03
1485,531,54.54,JPY,failed,2023-01-12
1486,897,126.08,GBP,PAID,2023-01-25
1487,8786,,GBP,PENDING,2023-02-03
1488,97,,USD,FAILED,2023-01-21
1489,821,203.76,USD,paid,2023-01-26
1490,870,146.62,EUR,,2023/01/07
1491,42,217.52,EUR,failed,2023-01-03
1492,436,182.77,EUR,paid,2023/02/03
1493,250,38.65,JPY,,2023-02-03
1494,67,63.39,USD,,2023-02-09
1495,94,invalid,GBP,paid,2023/01/12
1496,484,invalid,EUR,PENDING,2023-02-02
1497,8711,,EUR,PAID,2023-01-04
1498,336,197.53,USD,,2023-02-04
1499,13,invalid,GBP,FAILED,2023-02-07
1500,231,83.11,EUR,,2023/01/13
1501,793,29.71,EUR,,2023/01/20
1502,6355,64.83,USD,FAILED,2023-01-26
1503,144,221.53,USD,PENDING,2023-01-31
1504,509,8.53,USD,PAID,2023-01-02
1505,656,invalid,JPY,paid,2023-01-25
1506,212,193.19,EUR,,2023-01-16
1507,525,235.41,USD,failed,2023/01/03
1508,409,67.71,GBP,PAID,2023/01/27
1509,5996,33.77,USD,paid,2023-01-16
1510,791,252.63,GBP,,2023-01-29
1511,832,254.03,USD,FAILED,2023-01-18
1512,6773,invalid,JPY,FAILED,2023-01-12
1513,632,137.84,JPY,PAID,2023/01/09
1514,15,,JPY,PENDING,2023-01-06
1515,8190,190.96,GBP,PAID,2023-02-06
1516,361,169.49,GBP,,2023/01/25
1517,621,199.5,JPY,PAID,2023-01-14
1518,5659,170.44,GBP,FAILED,2023/01/11
1519,755,232.33,EUR,PAID,2023-01-04
1520,942,5.43,USD,FAILED,2023/02/08
1521,6385,58.87,EUR,PAID,2023-01-29
1522,8434,120.89,EUR,PAID,2023-02-02
1523,7893,237.49,GBP,FAILED,2023-02-03
1524,506,invalid,EUR,PENDING,2023-02-09
1525,424,invalid,JPY,paid,2023-01-15
1526,334,184.13,JPY,paid,2023-01-17
1527,8885,262.54,EUR,paid,2023-01-24
1528,318,,GBP,FAILED,2023-01-05
1529,5960,211.17,GBP,FAILED,2023-02-09
1530,207,156.76,GBP,FAILED,2023-02-04
1531,7198,234.12,GBP,paid,2023-01-15
1532,559,49.83,USD,PAID,2023-01-19
1533,956,111.1,USD,PENDING,2023-01-23
1534,554,60.55,EUR,PAID,2023-02-03
1535,376,166.68,GBP,FAILED,2023-01-15
1536,272,,USD,paid,2023-02-06
1537,6743,190.21,EUR,,2023-01-25
1538,7805,287.12,GBP,PENDING,2023/01/27
1539,673,268.39,GBP,,2023-01-23
1540,136,167.09,JPY,failed,2023-01-12
1541,593,276.34,JPY,PAID,2023/01/29
1542,58,283.55,JPY,,2023-01-01
1543,315,,USD,,2023-01-11
1544,520,11.9,JPY,PAID,2023/01/07
1545,521,,EUR,FAILED,2023-01-10
1546,521,190.0,USD,PAID,2023-02-04
1547,102,192.53,GBP,paid,2023/01/22
1548,185,289.35,JPY,PAID,2023-01-28
1549,8221,40.35,EUR,,2023-02-09
1550,5317,157.56,EUR,FAILED,2023-02-07
1551,737,177.51,JPY,FAILED,2023-01-29
1552,677,218.52,USD,PAID,2023-02-03
1553,135,38.56,JPY,PAID,2023/01/28
1554,551,136.22,JPY,paid,2023/01/14
1555,532,104.34,EUR,paid,2023/01/20
1556,137,,EUR,,2023/02/04
1557,30,178.24,GBP,,2023-02-09
1558,286,,EUR,FAILED,2023-01-18
1559,112,246.53,GBP,,2023/01/06
1560,6439,257.17,GBP,,2023/01/08
1561,555,21.7,JPY,,2023-02-08
1562,37,invalid,GBP,,2023-01-05
1563,636,45.4,EUR,PENDING,2023/02/07
1564,362,293.25,JPY,PAID,2023/01/27
1565,745,250.52,JPY,PENDING,2023/01/10
1566,110,18.73,EUR,PENDING,2023/01/12
1567,471,290.19,EUR,,2023-01-06
1568,5243,,EUR,PENDING,2023-01-21
1569,637,,EUR,paid,2023-01-08
1570,577,9.77,JPY,PAID,2023/02/06
1571,360,invalid,JPY,PAID,2023-01-31
1572,739,291.76,USD,PENDING,2023/01/27
1573,976,118.83,GBP,,2023/01/02
1574,589,127.33,EUR,failed,2023/01/23
1575,775,246.93,EUR,failed,2023-02-10
1576,982,244.07,USD,,2023-01-13
1577,360,39.58,EUR,PAID,2023-01-06
1578,501,238.16,GBP,PENDING,2023-01-31
1579,950,224.94,USD,PENDING,2023-02-07
1580,19,71.58,JPY,failed,2023/02/08
1581,7102,invalid,JPY,paid,2023/01/29
1582,290,229.1,GBP,paid,2023-01-29
1583,89,invalid,EUR,paid,2023/01/02
1584,572,149.11,USD,failed,2023-02-02
1585,454,288.58,EUR,failed,2023-02-04
1586,665,200.03,GBP,FAILED,2023/01/26
1587,549,118.08,USD,paid,2023-01-31
1588,46,162.62,USD,PAID,2023-01-01
1589,6290,245.37,GBP,PAID,2023-01-30
1590,5019,154.28,USD,,2023-01-28
1591,804,169.13,USD,PAID,2023/02/08
1592,5440,160.06,EUR,PAID,2023-01-25
1593,588,155.93,GBP,paid,2023/02/09
1594,657,291.68,JPY,failed,2023-01-01
1595,116,,JPY,PAID,2023-01-15
1596,159,206.62,EUR,failed,2023-02-10
1597,383,205.34,EUR,paid,2023-01-03
1598,7612,285.06,JPY,FAILED,2023-01-03
1599,887,151.41,JPY,,2023-01-30
1600,483,156.15,GBP,failed,2023-01-14
1601,8752,,JPY,FAILED,2023-01-09
1602,577,134.6,EUR,paid,2023-01-30
1603,442,255.47,JPY,PENDING,2023/01/01
1604,832,21.51,EUR,failed,2023/02/04
1605,210,,USD,PAID,2023-01-24
1606,687,99.64,GBP,FAILED,2023-01-22
1607,8749,invalid,JPY,failed,2023/01/20
1608,819,invalid,EUR,FAILED,2023-01-23
1609,993,180.93,EUR,,2023/01/24
1610,417,228.24,JPY,PAID,2023-01-17
1611,587,invalid,USD,PAID,2023-02-09
1612,815,174.48,USD,,2023-02-02
1613,191,267.48,GBP,paid,2023-01-20
1614,188,27.26,EUR,failed,2023-01-26
1615,599,222.77,EUR,PAID,2023-01-04
1616,566,206.6,USD,,2023/01/30
1617,79,193.63,JPY,PAID,2023/01/20
1618,815,87.37,EUR,PAID,2023-01-12
1619,517,274.95,GBP,paid,2023-01-14
1620,501,122.6,GBP,PENDING,2023/01/03
1621,162,255.37,USD,PENDING,2023-01-16
1622,809,180.61,GBP,paid,2023-02-08
1623,166,77.95,JPY,failed,2023-02-05
1624,801,69.93,USD,PAID,2023-01-23
1625,940,88.47,USD,PAID,2023-02-04
1626,547,invalid,EUR,failed,2023-01-07
1627,52,invalid,EUR,PENDING,2023-01-21
1628,157,292.99,EUR,PAID,2023/01/12
1629,980,77.53,GBP,PENDING,2023-01-03
1630,239,234.45,USD,PAID,2023/01/27
1631,702,200.97,JPY,PAID,2023-02-09
1632,512,,JPY,PENDING,2023-02-02
1633,5535,286.07,USD,,2023-01-19
1634,915,201.9,EUR,FAILED,2023-01-02
1635,978,,EUR,,2023-01-21
1636,8320,,JPY,failed,2023-02-02
1637,22,193.75,USD,PAID,2023/01/26
1638,859,invalid,JPY,paid,2023-01-22
1639,289,15.99,EUR,FAILED,2023-02-06
1640,903,,GBP,,2023-01-18
1641,744,invalid,JPY,PAID,2023-01-23
1642,329,254.73,EUR,PAID,2023/01/07
1643,607,275.08,USD,failed,2023-02-08
1644,113,90.89,GBP,PENDING,2023/01/23
1645,422,,JPY,PAID,2023/01/16
1646,686,100.35,USD,PENDING,2023-01-03
1647,8961,76.41,EUR,failed,2023-01-08
1648,8032,179.54,USD,paid,2023/01/09
1649,818,185.94,JPY,PAID,2023/01/29
1650,8525,192.73,EUR,PAID,2023/01/10
1651,561,99.76,GBP,PENDING,2023-01-11
1652,587,246.57,GBP,FAILED,2023/01/15
1653,1000,,EUR,PAID,2023-01-08
1654,783,203.23,GBP,PENDING,2023/01/05
1655,774,247.16,GBP,FAILED,2023/01/27
1656,782,69.53,GBP,paid,2023/01/12
1657,140,287.15,USD,paid,2023-02-06
1658,366,172.35,GBP,PAID,2023-02-06
1659,271,invalid,GBP,PENDING,2023-02-01
1660,624,invalid,JPY,paid,2023/01/26
1661,111,136.0,USD,PAID,2023/01/29
1662,568,invalid,JPY,PAID,2023/02/05
1663,936,132.43,JPY,paid,2023/01/21
1664,421,277.65,GBP,,2023-01-18
1665,925,295.07,GBP,paid,2023-02-03
1666,100,188.93,JPY,paid,2023-01-24
1667,683,99.14,USD,paid,2023/01/19
1668,5005,235.22,EUR,paid,2023/01/01
1669,192,43.66,USD,PENDING,2023-01-09
1670,8082,216.97,GBP,FAILED,2023/02/02
1671,6980,,GBP,paid,2023/01/28
1672,7931,181.22,EUR,FAILED,2023-01-15
1673,200,272.68,GBP,,2023/01/31
1674,696,invalid,GBP,,2023-01-27
1675,701,254.95,GBP,failed,2023-01-09
1676,807,,JPY,PAID,2023/02/02
1677,8236,244.25,GBP,FAILED,2023/01/26
1678,8,150.46,GBP,PAID,2023-01-22
1679,637,51.2,USD,,2023-02-05
1680,897,25.1,USD,paid,2023-01-31
1681,8454,148.81,USD,paid,2023-02-07
1682,338,245.93,JPY,PAID,2023/01/10
1683,732,219.56,GBP,PAID,2023-01-23
1684,293,240.15,JPY,PENDING,2023-02-08
1685,546,,EUR,failed,2023-01-08
1686,5388,112.99,GBP,,2023-01-18
1687,333,241.67,USD,,2023-01-20
1688,86,invalid,JPY,,2023/01/24
1689,996,79.15,GBP,FAILED,2023-01-05
1690,244,99.13,EUR,failed,2023-01-17
1691,135,137.6,USD,failed,2023/01/23
1692,700,247.11,EUR,FAILED,2023-01-10
1693,444,,GBP,FAILED,2023-01-23
1694,8822,209.43,EUR,FAILED,2023/01/16
1695,222,228.17,EUR,failed,2023-01-31
1696,6193,invalid,JPY,PAID,2023/02/04
1697,379,47.82,JPY,,2023-01-18
1698,109,146.25,GBP,FAILED,2023-02-07
1699,836,259.1,JPY,failed,2023/01/21
1700,68,231.6,JPY,failed,2023-01-10
1701,165,invalid,USD,FAILED,2023-02-09
1702,43,invalid,USD,PAID,2023/02/01
1703,7913,199.13,JPY,FAILED,2023/01/31
1704,5555,219.82,EUR,PAID,2023-02-01
1705,495,invalid,USD,paid,2023-01-15
1706,593,276.06,JPY,paid,2023-01-08
1707,508,284.8,USD,,2023-01-26
1708,415,167.08,GBP,,2023/01/20
1709,6397,,GBP,,2023-02-09
1710,299,129.75,GBP,PENDING,2023/01/07
1711,182,284.64,JPY,FAILED,2023-01-07
1712,859,249.78,EUR,FAILED,2023/01/06
1713,552,157.64,USD,paid,2023/01/14
1714,540,208.01,JPY,paid,2023/01/05
1715,995,225.94,EUR,paid,2023-01-16
1716,188,161.5,JPY,PAID,2023-01-02
1717,816,276.64,EUR,PENDING,2023-02-04
1718,519,invalid,GBP,PAID,2023/02/05
1719,514,38.53,GBP,paid,2023-01-08
1720,7987,115.38,EUR,FAILED,2023-01-12
1721,5389,185.67,EUR,paid,2023-02-05
1722,629,234.5,USD,FAILED,2023/01/13
1723,164,190.85,GBP,failed,2023/01/28
1724,994,120.43,JPY,PENDING,2023-02-07
1725,993,98.46,GBP,paid,2023/01/07
1726,771,96.7,GBP,PAID,2023/02/10
1727,812,81.64,GBP,failed,2023-02-07
1728,812,137.1,JPY,failed,2023/01/24
1729,896,84.74,GBP,,2023-01-29
1730,7517,12.16,EUR,paid,2023-01-30
1731,5001,206.67,JPY,PENDING,2023-01-04
1732,103,37.43,GBP,paid,2023/01/22
1733,166,270.28,USD,,2023/01/06
1734,538,198.13,GBP,PENDING,2023-02-10
1735,137,,USD,,2023/01/09
1736,374,129.68,EUR,FAILED,2023/02/05
1737,485,79.45,JPY,paid,2023-02-07
1738,6913,,JPY,failed,2023-01-04
1739,235,207.21,EUR,paid,2023-01-15
1740,536,221.71,USD,PENDING,2023-02-10
1741,418,117.4,USD,PENDING,2023-01-20
1742,604,,EUR,paid,2023/01/31
1743,550,8.33,JPY,paid,2023-01-04
1744,831,102.3,GBP,paid,2023/01/04
1745,472,invalid,JPY,paid,2023-02-03
1746,265,49.83,GBP,failed,2023/01/15
1747,516,124.93,USD,PAID,2023/01/09
1748,7508,112.11,USD,,2023-02-01
1749,911,44.26,JPY,PENDING,2023-01-09
1750,965,50.09,EUR,PENDING,2023-01-16
1751,247,260.9,JPY,failed,2023-01-24
1752,612,,USD,FAILED,2023/02/09
1753,624,120.45,USD,paid,2023-01-14
1754,107,232.93,EUR,PENDING,2023/01/08
1755,313,236.13,EUR,PENDING,2023-01-28
1756,877,189.65,USD,failed,2023-01-22
1757,793,183.64,EUR,failed,2023-02-10
1758,7889,81.12,EUR,PENDING,2023-01-01
1759,465,155.71,USD,paid,2023/01/23
1760,573,137.98,JPY,,2023/02/05
1761,63,34.22,EUR,,2023-01-11
1762,705,228.59,GBP,FAILED,2023/01/05
1763,501,259.24,GBP,PAID,2023/01/20
1764,889,115.45,JPY,,2023-01-15
1765,8866,73.48,USD,PENDING,2023-01-06
1766,6431,115.22,EUR,paid,2023/02/06
1767,226,40.02,EUR,failed,2023-02-07
1768,928,invalid,JPY,PENDING,2023-01-20
1769,6207,77.62,GBP,FAILED,2023-01-07
1770,5889,93.78,JPY,PENDING,2023-01-26
1771,971,286.1,USD,failed,2023-01-23
1772,6913,,GBP,,2023-02-07
1773,469,221.11,USD,failed,2023-02-01
1774,103,298.8,JPY,failed,2023-01-15
1775,446,222.78,GBP,paid,2023/01/12
1776,8663,94.19,USD,PAID,2023-01-17
1777,92,280.45,EUR,FAILED,2023/01/05
1778,702,174.57,EUR,PENDING,2023-01-09
1779,500,273.29,USD,paid,2023/01/26
1780,941,283.64,USD,PAID,2023-01-16
1781,901,252.53,GBP,PAID,2023-01-15
1782,772,39.04,USD,paid,2023/02/09
1783,937,invalid,GBP,,2023/02/02
1784,591,115.85,GBP,PENDING,2023-01-05
1785,71,128.78,GBP,,2023-01-06
1786,620,223.88,GBP,paid,2023-02-03
1787,5936,invalid,EUR,FAILED,2023/02/08
1788,7395,221.91,EUR,FAILED,2023-01-14
1789,412,146.1,EUR,paid,2023-01-11
1790,107,73.86,USD,paid,2023-01-21
1791,691,257.87,EUR,PAID,2023-02-04
1792,6032,89.61,USD,PAID,2023-01-11
1793,678,84.4,JPY,,2023-01-30
1794,504,274.94,GBP,FAILED,2023-01-11
1795,209,102.96,GBP,PENDING,2023/01/07
1796,32,,GBP,failed,2023/01/01
1797,261,177.36,EUR,,2023/02/02
1798,396,118.19,EUR,PAID,2023-02-07
1799,46,167.07,GBP,failed,2023/01/18
1800,417,125.37,GBP,PAID,2023-01-22
1801,592,19.84,EUR,failed,2023/02/02
1802,592,163.22,GBP,PENDING,2023-01-21
1803,487,55.58,EUR,failed,2023/01/02
1804,595,297.47,USD,PAID,2023-01-01
1805,544,147.68,USD,FAILED,2023-01-28
1806,624,292.38,EUR,PAID,2023-01-26
1807,536,152.51,JPY,failed,2023-01-30
1808,862,99.32,JPY,FAILED,2023-01-24
1809,8649,98.18,JPY,PAID,2023-01-24
1810,293,99.1,USD,PAID,2023/01/03
1811,316,invalid,GBP,PENDING,2023/02/01
1812,714,16.19,USD,FAILED,2023-01-01
1813,876,194.8,USD,paid,2023-02-03
1814,732,,EUR,FAILED,2023-01-09
1815,7886,247.62,JPY,FAILED,2023/01/11
1816,5993,15.91,JPY,PENDING,2023/01/19
1817,745,286.75,EUR,PAID,2023-02-09
1818,140,167.94,USD,,2023/01/27
1819,789,147.72,JPY,failed,2023-01-23
1820,7896,224.69,GBP,failed,2023-01-19
1821,276,195.24,USD,failed,2023/01/10
1822,41,51.11,GBP,PAID,2023-01-13
1823,296,240.5,EUR,PENDING,2023-01-06
1824,8118,136.79,JPY,,2023-01-24
1825,63,283.95,GBP,failed,2023/02/05
1826,120,229.01,EUR,failed,2023/01/27
1827,28,7.31,EUR,PAID,2023/01/13
1828,379,218.54,EUR,failed,2023/01/29
1829,724,127.1,USD,,2023-01-27
1830,871,256.45,GBP,failed,2023-02-01
1831,425,invalid,USD,PAID,2023-01-25
1832,5408,invalid,EUR,,2023/01/01
1833,683,94.91,EUR,,2023-02-01
1834,213,103.82,USD,FAILED,2023-01-25
1835,103,invalid,JPY,FAILED,2023/02/02
1836,930,286.31,EUR,failed,2023-02-10
1837,970,173.78,USD,failed,2023-02-07
1838,6878,28.4,GBP,PAID,2023-01-23
1839,72,invalid,USD,paid,2023/01/24
1840,589,220.64,USD,PENDING,2023-01-13
1841,732,197.96,EUR,PENDING,2023-01-10
1842,340,,USD,PENDING,2023-01-11
1843,985,,JPY,PENDING,2023-02-03
1844,7563,239.26,EUR,,2023/01/12
1845,668,259.41,JPY,FAILED,2023-02-03
1846,422,214.58,JPY,failed,2023/02/09
1847,6311,290.69,EUR,,2023-01-19
1848,760,31.66,EUR,FAILED,2023-01-22
1849,385,290.15,USD,paid,2023/02/04
1850,621,75.55,USD,failed,2023-01-26
1851,133,126.08,USD,PAID,2023/01/12
1852,7722,,EUR,PENDING,2023-01-07
1853,681,64.14,JPY,paid,2023-01-31
